State,Year,Type_code,Type,Gender,Age_group,Total
Rajasthan,2002,Professional_Profile,Service (Government),Male,45-59,14
Rajasthan,2002,Professional_Profile,Others (Please Specify),Male,45-59,64
Rajasthan,2002,Professional_Profile,Service (Private),Male,45-59,71
Rajasthan,2002,Professional_Profile,Student,Male,45-59,0
Rajasthan,2002,Professional_Profile,Service (Private),Female,60+,0
Rajasthan,2002,Professional_Profile,Self-employed (Business activity),Female,60+,0
Rajasthan,2002,Professional_Profile,Farming/Agriculture Activity,Female,60+,3
Rajasthan,2002,Professional_Profile,Service (Government),Female,60+,0
Rajasthan,2002,Professional_Profile,Retired Person,Female,60+,2
Rajasthan,2002,Professional_Profile,Others (Please Specify),Female,60+,0
Rajasthan,2002,Professional_Profile,Others (Please Specify),Female,60+,3
Rajasthan,2002,Professional_Profile,Professional Activity,Female,60+,0
Rajasthan,2002,Professional_Profile,Public Sector Undertaking,Female,60+,0
Rajasthan,2002,Professional_Profile,Unemployed,Female,60+,0
Rajasthan,2002,Professional_Profile,Student,Female,60+,0
Rajasthan,2002,Professional_Profile,House Wife,Female,60+,18
Rajasthan,2002,Professional_Profile,Retired Person,Male,60+,9
Rajasthan,2002,Professional_Profile,Student,Male,60+,0
Rajasthan,2002,Professional_Profile,Farming/Agriculture Activity,Male,60+,36
Rajasthan,2002,Professional_Profile,Public Sector Undertaking,Male,60+,2
Rajasthan,2002,Professional_Profile,Self-employed (Business activity),Male,60+,4
Rajasthan,2002,Professional_Profile,House Wife,Male,60+,0
Rajasthan,2002,Professional_Profile,Service (Private),Male,60+,2
Rajasthan,2002,Professional_Profile,Others (Please Specify),Male,60+,20
Rajasthan,2002,Professional_Profile,Others (Please Specify),Male,60+,29
Rajasthan,2002,Professional_Profile,Professional Activity,Male,60+,1
Rajasthan,2002,Professional_Profile,Service (Government),Male,60+,0
Rajasthan,2002,Professional_Profile,Unemployed,Male,60+,2
Sikkim,2002,Professional_Profile,Student,Female,0-14,0
Sikkim,2002,Professional_Profile,Professional Activity,Female,0-14,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,0-14,0
Sikkim,2002,Professional_Profile,Service (Government),Female,0-14,0
Sikkim,2002,Professional_Profile,Service (Private),Female,0-14,0
Sikkim,2002,Professional_Profile,Unemployed,Female,0-14,1
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Sikkim,2002,Professional_Profile,Retired Person,Female,0-14,0
Sikkim,2002,Professional_Profile,House Wife,Female,0-14,0
Sikkim,2002,Professional_Profile,House Wife,Male,0-14,0
Sikkim,2002,Professional_Profile,Service (Government),Male,0-14,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0
Sikkim,2002,Professional_Profile,Service (Private),Male,0-14,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,0-14,2
Sikkim,2002,Professional_Profile,Student,Male,0-14,1
Sikkim,2002,Professional_Profile,Unemployed,Male,0-14,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,0-14,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Sikkim,2002,Professional_Profile,Retired Person,Male,0-14,0
Sikkim,2002,Professional_Profile,Professional Activity,Male,0-14,0
Sikkim,2002,Professional_Profile,Professional Activity,Female,15-29,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Female,15-29,0
Sikkim,2002,Professional_Profile,House Wife,Female,15-29,1
Sikkim,2002,Professional_Profile,Unemployed,Female,15-29,3
Sikkim,2002,Professional_Profile,Retired Person,Female,15-29,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Female,15-29,2
Sikkim,2002,Professional_Profile,Student,Female,15-29,2
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,15-29,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,15-29,3
Sikkim,2002,Professional_Profile,Service (Private),Female,15-29,0
Sikkim,2002,Professional_Profile,Service (Government),Female,15-29,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Female,15-29,0
Sikkim,2002,Professional_Profile,House Wife,Male,15-29,0
Sikkim,2002,Professional_Profile,Professional Activity,Male,15-29,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Male,15-29,2
Sikkim,2002,Professional_Profile,Unemployed,Male,15-29,4
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,15-29,4
Sikkim,2002,Professional_Profile,Service (Private),Male,15-29,0
Sikkim,2002,Professional_Profile,Retired Person,Male,15-29,3
Sikkim,2002,Professional_Profile,Service (Government),Male,15-29,0
Sikkim,2002,Professional_Profile,Student,Male,15-29,2
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,15-29,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Male,15-29,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Male,15-29,0
Sikkim,2002,Professional_Profile,Unemployed,Female,30-44,4
Sikkim,2002,Professional_Profile,Service (Government),Female,30-44,0
Sikkim,2002,Professional_Profile,Professional Activity,Female,30-44,0
Sikkim,2002,Professional_Profile,House Wife,Female,30-44,0
Sikkim,2002,Professional_Profile,Service (Private),Female,30-44,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,30-44,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Female,30-44,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Female,30-44,0
Sikkim,2002,Professional_Profile,Retired Person,Female,30-44,0
Sikkim,2002,Professional_Profile,Student,Female,30-44,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Female,30-44,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,30-44,1
Sikkim,2002,Professional_Profile,Student,Male,30-44,0
Sikkim,2002,Professional_Profile,Professional Activity,Male,30-44,0
Sikkim,2002,Professional_Profile,Service (Private),Male,30-44,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,30-44,7
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Male,30-44,2
Sikkim,2002,Professional_Profile,Retired Person,Male,30-44,0
Sikkim,2002,Professional_Profile,Unemployed,Male,30-44,3
Sikkim,2002,Professional_Profile,Service (Government),Male,30-44,0
Sikkim,2002,Professional_Profile,House Wife,Male,30-44,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Male,30-44,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Male,30-44,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Female,45-59,1
Sikkim,2002,Professional_Profile,Retired Person,Female,45-59,0
Sikkim,2002,Professional_Profile,House Wife,Female,45-59,0
Sikkim,2002,Professional_Profile,Unemployed,Female,45-59,2
Sikkim,2002,Professional_Profile,Service (Private),Female,45-59,0
Sikkim,2002,Professional_Profile,Professional Activity,Female,45-59,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,45-59,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Female,45-59,1
Sikkim,2002,Professional_Profile,Service (Government),Female,45-59,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Female,45-59,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,45-59,1
Sikkim,2002,Professional_Profile,Student,Female,45-59,0
Sikkim,2002,Professional_Profile,Retired Person,Male,45-59,0
Sikkim,2002,Professional_Profile,Service (Government),Male,45-59,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Male,45-59,1
Sikkim,2002,Professional_Profile,House Wife,Male,45-59,0
Sikkim,2002,Professional_Profile,Unemployed,Male,45-59,2
Sikkim,2002,Professional_Profile,Professional Activity,Male,45-59,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,45-59,4
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Male,45-59,0
Sikkim,2002,Professional_Profile,Service (Private),Male,45-59,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,45-59,3
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Male,45-59,1
Sikkim,2002,Professional_Profile,Student,Male,45-59,0
Sikkim,2002,Professional_Profile,Service (Private),Female,60+,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Female,60+,0
Sikkim,2002,Professional_Profile,Retired Person,Female,60+,0
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Female,60+,0
Sikkim,2002,Professional_Profile,Student,Female,60+,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Female,60+,0
Sikkim,2002,Professional_Profile,House Wife,Female,60+,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Female,60+,0
Sikkim,2002,Professional_Profile,Professional Activity,Female,60+,0
Sikkim,2002,Professional_Profile,Service (Government),Female,60+,0
Sikkim,2002,Professional_Profile,Unemployed,Female,60+,2
Sikkim,2002,Professional_Profile,Unemployed,Male,60+,1
Sikkim,2002,Professional_Profile,Retired Person,Male,60+,0
Sikkim,2002,Professional_Profile,Service (Government),Male,60+,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,60+,0
Sikkim,2002,Professional_Profile,Others (Please Specify),Male,60+,3
Sikkim,2002,Professional_Profile,Self-employed (Business activity),Male,60+,2
Sikkim,2002,Professional_Profile,House Wife,Male,60+,0
Sikkim,2002,Professional_Profile,Public Sector Undertaking,Male,60+,0
Sikkim,2002,Professional_Profile,Farming/Agriculture Activity,Male,60+,0
Sikkim,2002,Professional_Profile,Student,Male,60+,0
Sikkim,2002,Professional_Profile,Service (Private),Male,60+,0
Sikkim,2002,Professional_Profile,Professional Activity,Male,60+,0
Tamil Nadu,2002,Professional_Profile,House Wife,Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Female,0-14,5
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,0-14,48
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,0-14,37
Tamil Nadu,2002,Professional_Profile,Student,Female,0-14,37
Tamil Nadu,2002,Professional_Profile,Retired Person,Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Professional Activity,Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Service (Government),Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Unemployed,Female,0-14,14
Tamil Nadu,2002,Professional_Profile,Service (Private),Female,0-14,4
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Tamil Nadu,2002,Professional_Profile,Service (Private),Male,0-14,0
Tamil Nadu,2002,Professional_Profile,House Wife,Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,0-14,36
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,0-14,12
Tamil Nadu,2002,Professional_Profile,Student,Male,0-14,42
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Male,0-14,1
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Service (Government),Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Retired Person,Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Professional Activity,Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Tamil Nadu,2002,Professional_Profile,Unemployed,Male,0-14,8
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Female,15-29,99
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,15-29,95
Tamil Nadu,2002,Professional_Profile,Service (Government),Female,15-29,41
Tamil Nadu,2002,Professional_Profile,House Wife,Female,15-29,951
Tamil Nadu,2002,Professional_Profile,Professional Activity,Female,15-29,8
Tamil Nadu,2002,Professional_Profile,Retired Person,Female,15-29,0
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Female,15-29,57
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,15-29,159
Tamil Nadu,2002,Professional_Profile,Student,Female,15-29,158
Tamil Nadu,2002,Professional_Profile,Service (Private),Female,15-29,147
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Female,15-29,19
Tamil Nadu,2002,Professional_Profile,Unemployed,Female,15-29,125
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Male,15-29,68
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Male,15-29,371
Tamil Nadu,2002,Professional_Profile,Unemployed,Male,15-29,342
Tamil Nadu,2002,Professional_Profile,Student,Male,15-29,176
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,15-29,228
Tamil Nadu,2002,Professional_Profile,Professional Activity,Male,15-29,35
Tamil Nadu,2002,Professional_Profile,Service (Private),Male,15-29,226
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,15-29,310
Tamil Nadu,2002,Professional_Profile,House Wife,Male,15-29,0
Tamil Nadu,2002,Professional_Profile,Service (Government),Male,15-29,77
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Male,15-29,160
Tamil Nadu,2002,Professional_Profile,Retired Person,Male,15-29,0
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Female,30-44,54
Tamil Nadu,2002,Professional_Profile,Service (Government),Female,30-44,51
Tamil Nadu,2002,Professional_Profile,Professional Activity,Female,30-44,7
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Female,30-44,32
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,30-44,100
Tamil Nadu,2002,Professional_Profile,Student,Female,30-44,20
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,30-44,122
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Female,30-44,24
Tamil Nadu,2002,Professional_Profile,Retired Person,Female,30-44,0
Tamil Nadu,2002,Professional_Profile,Service (Private),Female,30-44,67
Tamil Nadu,2002,Professional_Profile,House Wife,Female,30-44,741
Tamil Nadu,2002,Professional_Profile,Unemployed,Female,30-44,100
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Male,30-44,105
Tamil Nadu,2002,Professional_Profile,Professional Activity,Male,30-44,65
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Male,30-44,420
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Male,30-44,298
Tamil Nadu,2002,Professional_Profile,Service (Private),Male,30-44,378
Tamil Nadu,2002,Professional_Profile,Student,Male,30-44,41
Tamil Nadu,2002,Professional_Profile,House Wife,Male,30-44,0
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,30-44,333
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,30-44,452
Tamil Nadu,2002,Professional_Profile,Retired Person,Male,30-44,0
Tamil Nadu,2002,Professional_Profile,Service (Government),Male,30-44,79
Tamil Nadu,2002,Professional_Profile,Unemployed,Male,30-44,381
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Female,45-59,17
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,45-59,86
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Female,45-59,31
Tamil Nadu,2002,Professional_Profile,Retired Person,Female,45-59,6
Tamil Nadu,2002,Professional_Profile,Service (Government),Female,45-59,32
Tamil Nadu,2002,Professional_Profile,Student,Female,45-59,0
Tamil Nadu,2002,Professional_Profile,Professional Activity,Female,45-59,3
Tamil Nadu,2002,Professional_Profile,Service (Private),Female,45-59,48
Tamil Nadu,2002,Professional_Profile,House Wife,Female,45-59,343
Tamil Nadu,2002,Professional_Profile,Unemployed,Female,45-59,48
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Female,45-59,7
Tamil Nadu,2002,Professional_Profile,Professional Activity,Male,45-59,24
Tamil Nadu,2002,Professional_Profile,Service (Private),Male,45-59,206
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Male,45-59,370
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,45-59,246
Tamil Nadu,2002,Professional_Profile,House Wife,Male,45-59,0
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,45-59,270
Tamil Nadu,2002,Professional_Profile,Unemployed,Male,45-59,277
Tamil Nadu,2002,Professional_Profile,Student,Male,45-59,0
Tamil Nadu,2002,Professional_Profile,Retired Person,Male,45-59,3
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Male,45-59,50
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Male,45-59,288
Tamil Nadu,2002,Professional_Profile,Service (Government),Male,45-59,62
Tamil Nadu,2002,Professional_Profile,House Wife,Female,60+,103
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Female,60+,1
Tamil Nadu,2002,Professional_Profile,Professional Activity,Female,60+,0
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Female,60+,0
Tamil Nadu,2002,Professional_Profile,Student,Female,60+,0
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Female,60+,9
Tamil Nadu,2002,Professional_Profile,Retired Person,Female,60+,13
Tamil Nadu,2002,Professional_Profile,Service (Private),Female,60+,21
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,60+,53
Tamil Nadu,2002,Professional_Profile,Service (Government),Female,60+,3
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Female,60+,20
Tamil Nadu,2002,Professional_Profile,Unemployed,Female,60+,9
Tamil Nadu,2002,Professional_Profile,Retired Person,Male,60+,32
Tamil Nadu,2002,Professional_Profile,House Wife,Male,60+,0
Tamil Nadu,2002,Professional_Profile,Professional Activity,Male,60+,3
Tamil Nadu,2002,Professional_Profile,Unemployed,Male,60+,58
Tamil Nadu,2002,Professional_Profile,Service (Government),Male,60+,6
Tamil Nadu,2002,Professional_Profile,Service (Private),Male,60+,18
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,60+,156
Tamil Nadu,2002,Professional_Profile,Self-employed (Business activity),Male,60+,29
Tamil Nadu,2002,Professional_Profile,Farming/Agriculture Activity,Male,60+,95
Tamil Nadu,2002,Professional_Profile,Student,Male,60+,0
Tamil Nadu,2002,Professional_Profile,Others (Please Specify),Male,60+,139
Tamil Nadu,2002,Professional_Profile,Public Sector Undertaking,Male,60+,7
Tripura,2002,Professional_Profile,Service (Government),Female,0-14,0
Tripura,2002,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Tripura,2002,Professional_Profile,Student,Female,0-14,4
Tripura,2002,Professional_Profile,House Wife,Female,0-14,0
Tripura,2002,Professional_Profile,Others (Please Specify),Female,0-14,2
Tripura,2002,Professional_Profile,Others (Please Specify),Female,0-14,5
Tripura,2002,Professional_Profile,Professional Activity,Female,0-14,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Tripura,2002,Professional_Profile,Unemployed,Female,0-14,2
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Female,0-14,1
Tripura,2002,Professional_Profile,Retired Person,Female,0-14,0
Tripura,2002,Professional_Profile,Service (Private),Female,0-14,0
Tripura,2002,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Tripura,2002,Professional_Profile,House Wife,Male,0-14,0
Tripura,2002,Professional_Profile,Retired Person,Male,0-14,0
Tripura,2002,Professional_Profile,Service (Private),Male,0-14,0
Tripura,2002,Professional_Profile,Student,Male,0-14,4
Tripura,2002,Professional_Profile,Public Sector Undertaking,Male,0-14,0
Tripura,2002,Professional_Profile,Professional Activity,Male,0-14,0
Tripura,2002,Professional_Profile,Service (Government),Male,0-14,0
Tripura,2002,Professional_Profile,Others (Please Specify),Male,0-14,4
Tripura,2002,Professional_Profile,Unemployed,Male,0-14,1
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0
Tripura,2002,Professional_Profile,Service (Government),Female,15-29,5
Tripura,2002,Professional_Profile,Professional Activity,Female,15-29,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Female,15-29,3
Tripura,2002,Professional_Profile,Self-employed (Business activity),Female,15-29,0
Tripura,2002,Professional_Profile,Service (Private),Female,15-29,4
Tripura,2002,Professional_Profile,Retired Person,Female,15-29,0
Tripura,2002,Professional_Profile,Unemployed,Female,15-29,2
Tripura,2002,Professional_Profile,Others (Please Specify),Female,15-29,11
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Female,15-29,3
Tripura,2002,Professional_Profile,House Wife,Female,15-29,54
Tripura,2002,Professional_Profile,Others (Please Specify),Female,15-29,36
Tripura,2002,Professional_Profile,Student,Female,15-29,9
Tripura,2002,Professional_Profile,Others (Please Specify),Male,15-29,45
Tripura,2002,Professional_Profile,Student,Male,15-29,15
Tripura,2002,Professional_Profile,Service (Government),Male,15-29,5
Tripura,2002,Professional_Profile,Self-employed (Business activity),Male,15-29,15
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Male,15-29,8
Tripura,2002,Professional_Profile,House Wife,Male,15-29,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Male,15-29,6
Tripura,2002,Professional_Profile,Retired Person,Male,15-29,0
Tripura,2002,Professional_Profile,Service (Private),Male,15-29,10
Tripura,2002,Professional_Profile,Professional Activity,Male,15-29,10
Tripura,2002,Professional_Profile,Unemployed,Male,15-29,22
Tripura,2002,Professional_Profile,Others (Please Specify),Male,15-29,37
Tripura,2002,Professional_Profile,Others (Please Specify),Female,30-44,23
Tripura,2002,Professional_Profile,Service (Government),Female,30-44,4
Tripura,2002,Professional_Profile,Professional Activity,Female,30-44,0
Tripura,2002,Professional_Profile,Unemployed,Female,30-44,1
Tripura,2002,Professional_Profile,House Wife,Female,30-44,39
Tripura,2002,Professional_Profile,Service (Private),Female,30-44,5
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Female,30-44,4
Tripura,2002,Professional_Profile,Self-employed (Business activity),Female,30-44,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Female,30-44,4
Tripura,2002,Professional_Profile,Others (Please Specify),Female,30-44,6
Tripura,2002,Professional_Profile,Retired Person,Female,30-44,0
Tripura,2002,Professional_Profile,Student,Female,30-44,6
Tripura,2002,Professional_Profile,Others (Please Specify),Male,30-44,48
Tripura,2002,Professional_Profile,House Wife,Male,30-44,0
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Male,30-44,12
Tripura,2002,Professional_Profile,Others (Please Specify),Male,30-44,37
Tripura,2002,Professional_Profile,Unemployed,Male,30-44,21
Tripura,2002,Professional_Profile,Retired Person,Male,30-44,0
Tripura,2002,Professional_Profile,Professional Activity,Male,30-44,16
Tripura,2002,Professional_Profile,Public Sector Undertaking,Male,30-44,14
Tripura,2002,Professional_Profile,Self-employed (Business activity),Male,30-44,13
Tripura,2002,Professional_Profile,Service (Private),Male,30-44,8
Tripura,2002,Professional_Profile,Service (Government),Male,30-44,10
Tripura,2002,Professional_Profile,Student,Male,30-44,0
Tripura,2002,Professional_Profile,Professional Activity,Female,45-59,0
Tripura,2002,Professional_Profile,Service (Private),Female,45-59,3
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Female,45-59,3
Tripura,2002,Professional_Profile,Service (Government),Female,45-59,2
Tripura,2002,Professional_Profile,Others (Please Specify),Female,45-59,17
Tripura,2002,Professional_Profile,Retired Person,Female,45-59,0
Tripura,2002,Professional_Profile,Others (Please Specify),Female,45-59,5
Tripura,2002,Professional_Profile,Unemployed,Female,45-59,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Female,45-59,2
Tripura,2002,Professional_Profile,House Wife,Female,45-59,6
Tripura,2002,Professional_Profile,Self-employed (Business activity),Female,45-59,0
Tripura,2002,Professional_Profile,Student,Female,45-59,0
Tripura,2002,Professional_Profile,Others (Please Specify),Male,45-59,22
Tripura,2002,Professional_Profile,Retired Person,Male,45-59,2
Tripura,2002,Professional_Profile,Professional Activity,Male,45-59,10
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Male,45-59,7
Tripura,2002,Professional_Profile,Self-employed (Business activity),Male,45-59,13
Tripura,2002,Professional_Profile,Unemployed,Male,45-59,9
Tripura,2002,Professional_Profile,Student,Male,45-59,0
Tripura,2002,Professional_Profile,Service (Government),Male,45-59,8
Tripura,2002,Professional_Profile,Service (Private),Male,45-59,5
Tripura,2002,Professional_Profile,House Wife,Male,45-59,0
Tripura,2002,Professional_Profile,Others (Please Specify),Male,45-59,23
Tripura,2002,Professional_Profile,Public Sector Undertaking,Male,45-59,3
Tripura,2002,Professional_Profile,Service (Government),Female,60+,0
Tripura,2002,Professional_Profile,Others (Please Specify),Female,60+,6
Tripura,2002,Professional_Profile,Retired Person,Female,60+,0
Tripura,2002,Professional_Profile,Service (Private),Female,60+,0
Tripura,2002,Professional_Profile,Professional Activity,Female,60+,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Female,60+,0
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Female,60+,3
Tripura,2002,Professional_Profile,Others (Please Specify),Female,60+,1
Tripura,2002,Professional_Profile,House Wife,Female,60+,5
Tripura,2002,Professional_Profile,Self-employed (Business activity),Female,60+,0
Tripura,2002,Professional_Profile,Student,Female,60+,0
Tripura,2002,Professional_Profile,Unemployed,Female,60+,0
Tripura,2002,Professional_Profile,Others (Please Specify),Male,60+,4
Tripura,2002,Professional_Profile,Professional Activity,Male,60+,4
Tripura,2002,Professional_Profile,House Wife,Male,60+,0
Tripura,2002,Professional_Profile,Retired Person,Male,60+,2
Tripura,2002,Professional_Profile,Service (Government),Male,60+,0
Tripura,2002,Professional_Profile,Service (Private),Male,60+,0
Tripura,2002,Professional_Profile,Public Sector Undertaking,Male,60+,0
Tripura,2002,Professional_Profile,Others (Please Specify),Male,60+,11
Tripura,2002,Professional_Profile,Self-employed (Business activity),Male,60+,5
Tripura,2002,Professional_Profile,Unemployed,Male,60+,0
Tripura,2002,Professional_Profile,Student,Male,60+,0
Tripura,2002,Professional_Profile,Farming/Agriculture Activity,Male,60+,0
Uttar Pradesh,2002,Professional_Profile,Self-employed (Business activity),Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Unemployed,Female,0-14,4
Uttar Pradesh,2002,Professional_Profile,Service (Government),Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Others (Please Specify),Female,0-14,167
Uttar Pradesh,2002,Professional_Profile,House Wife,Female,0-14,8
Uttar Pradesh,2002,Professional_Profile,Student,Female,0-14,21
Uttar Pradesh,2002,Professional_Profile,Professional Activity,Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Public Sector Undertaking,Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Service (Private),Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Farming/Agriculture Activity,Female,0-14,4
Uttar Pradesh,2002,Professional_Profile,Retired Person,Female,0-14,0
Uttar Pradesh,2002,Professional_Profile,Others (Please Specify),Female,0-14,4
Uttar Pradesh,2002,Professional_Profile,Retired Person,Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,House Wife,Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,Others (Please Specify),Male,0-14,11
Uttar Pradesh,2002,Professional_Profile,Service (Private),Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,Others (Please Specify),Male,0-14,21
Uttar Pradesh,2002,Professional_Profile,Professional Activity,Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,Self-employed (Business activity),Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,Farming/Agriculture Activity,Male,0-14,7
Uttar Pradesh,2002,Professional_Profile,Student,Male,0-14,15
Uttar Pradesh,2002,Professional_Profile,Unemployed,Male,0-14,1
Uttar Pradesh,2002,Professional_Profile,Service (Government),Male,0-14,0
Uttar Pradesh,2002,Professional_Profile,Public Sector Undertaking,Male,0-14,0
