,State,Year,Type_code,Type,Gender,Age_group,Total,Cataegory
345,West Bengal,2003,Professional_Profile,Service (Government),Female,60+,0,Employed
346,West Bengal,2003,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
347,West Bengal,2003,Professional_Profile,Others (Please Specify),Female,60+,41,Unemployed
348,West Bengal,2003,Professional_Profile,Service (Government),Male,60+,0,Employed
349,West Bengal,2003,Professional_Profile,Public Sector Undertaking,Male,60+,0,Employed
350,West Bengal,2003,Professional_Profile,Others (Please Specify),Male,60+,73,Unemployed
351,West Bengal,2003,Professional_Profile,Retired Person,Male,60+,241,Retired
352,West Bengal,2003,Professional_Profile,Others (Please Specify),Male,60+,111,Unemployed
353,West Bengal,2003,Professional_Profile,Self-employed (Business activity),Male,60+,74,Employed
354,West Bengal,2003,Professional_Profile,Service (Private),Male,60+,0,Employed
355,West Bengal,2003,Professional_Profile,Farming/Agriculture Activity,Male,60+,65,Employed
356,West Bengal,2003,Professional_Profile,House Wife,Male,60+,0,Unemployed
357,West Bengal,2003,Professional_Profile,Unemployed,Male,60+,0,Unemployed
358,West Bengal,2003,Professional_Profile,Student,Male,60+,0,Unemployed
359,West Bengal,2003,Professional_Profile,Professional Activity,Male,60+,15,Employed
360,West Bengal,2004,Professional_Profile,Student,Female,0-14,145,Unemployed
361,West Bengal,2004,Professional_Profile,House Wife,Female,0-14,0,Unemployed
362,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,0-14,127,Unemployed
363,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Female,0-14,2,Employed
364,West Bengal,2004,Professional_Profile,Unemployed,Female,0-14,0,Unemployed
365,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,0-14,15,Unemployed
366,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
367,West Bengal,2004,Professional_Profile,Service (Government),Female,0-14,0,Employed
368,West Bengal,2004,Professional_Profile,Professional Activity,Female,0-14,0,Employed
369,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Female,0-14,0,Employed
370,West Bengal,2004,Professional_Profile,Retired Person,Female,0-14,0,Retired
371,West Bengal,2004,Professional_Profile,Service (Private),Female,0-14,0,Employed
372,West Bengal,2004,Professional_Profile,House Wife,Male,0-14,0,Unemployed
373,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
374,West Bengal,2004,Professional_Profile,Unemployed,Male,0-14,0,Unemployed
375,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,0-14,27,Unemployed
376,West Bengal,2004,Professional_Profile,Retired Person,Male,0-14,0,Retired
377,West Bengal,2004,Professional_Profile,Student,Male,0-14,119,Unemployed
378,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,0-14,138,Unemployed
379,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0,Employed
380,West Bengal,2004,Professional_Profile,Service (Government),Male,0-14,0,Employed
381,West Bengal,2004,Professional_Profile,Service (Private),Male,0-14,0,Employed
382,West Bengal,2004,Professional_Profile,Professional Activity,Male,0-14,0,Employed
383,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
384,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,15-29,160,Unemployed
385,West Bengal,2004,Professional_Profile,House Wife,Female,15-29,1577,Unemployed
386,West Bengal,2004,Professional_Profile,Service (Private),Female,15-29,37,Employed
387,West Bengal,2004,Professional_Profile,Unemployed,Female,15-29,68,Unemployed
388,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Female,15-29,1,Employed
389,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Female,15-29,7,Employed
390,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Female,15-29,13,Employed
391,West Bengal,2004,Professional_Profile,Professional Activity,Female,15-29,2,Employed
392,West Bengal,2004,Professional_Profile,Service (Government),Female,15-29,9,Employed
393,West Bengal,2004,Professional_Profile,Retired Person,Female,15-29,0,Retired
394,West Bengal,2004,Professional_Profile,Student,Female,15-29,212,Unemployed
395,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,15-29,284,Unemployed
396,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Male,15-29,220,Employed
397,West Bengal,2004,Professional_Profile,House Wife,Male,15-29,0,Unemployed
398,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Male,15-29,127,Employed
399,West Bengal,2004,Professional_Profile,Retired Person,Male,15-29,0,Retired
400,West Bengal,2004,Professional_Profile,Unemployed,Male,15-29,371,Unemployed
401,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,15-29,592,Unemployed
402,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,15-29,357,Unemployed
403,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Male,15-29,162,Employed
404,West Bengal,2004,Professional_Profile,Professional Activity,Male,15-29,71,Employed
405,West Bengal,2004,Professional_Profile,Service (Government),Male,15-29,15,Employed
406,West Bengal,2004,Professional_Profile,Service (Private),Male,15-29,122,Employed
407,West Bengal,2004,Professional_Profile,Student,Male,15-29,318,Unemployed
408,West Bengal,2004,Professional_Profile,House Wife,Female,30-44,1224,Unemployed
409,West Bengal,2004,Professional_Profile,Service (Government),Female,30-44,11,Employed
410,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,30-44,126,Unemployed
411,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Female,30-44,10,Employed
412,West Bengal,2004,Professional_Profile,Professional Activity,Female,30-44,4,Employed
413,West Bengal,2004,Professional_Profile,Service (Private),Female,30-44,20,Employed
414,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,30-44,416,Unemployed
415,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Female,30-44,27,Employed
416,West Bengal,2004,Professional_Profile,Unemployed,Female,30-44,74,Unemployed
417,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Female,30-44,20,Employed
418,West Bengal,2004,Professional_Profile,Student,Female,30-44,4,Unemployed
419,West Bengal,2004,Professional_Profile,Retired Person,Female,30-44,0,Retired
420,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Male,30-44,243,Employed
421,West Bengal,2004,Professional_Profile,House Wife,Male,30-44,0,Unemployed
422,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,30-44,691,Unemployed
423,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Male,30-44,271,Employed
424,West Bengal,2004,Professional_Profile,Professional Activity,Male,30-44,70,Employed
425,West Bengal,2004,Professional_Profile,Service (Private),Male,30-44,263,Employed
426,West Bengal,2004,Professional_Profile,Unemployed,Male,30-44,270,Unemployed
427,West Bengal,2004,Professional_Profile,Student,Male,30-44,11,Unemployed
428,West Bengal,2004,Professional_Profile,Service (Government),Male,30-44,65,Employed
429,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,30-44,368,Unemployed
430,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Male,30-44,298,Employed
431,West Bengal,2004,Professional_Profile,Retired Person,Male,30-44,0,Retired
432,West Bengal,2004,Professional_Profile,House Wife,Female,45-59,480,Unemployed
433,West Bengal,2004,Professional_Profile,Unemployed,Female,45-59,16,Unemployed
434,West Bengal,2004,Professional_Profile,Service (Government),Female,45-59,6,Employed
435,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,45-59,219,Unemployed
436,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,45-59,133,Unemployed
437,West Bengal,2004,Professional_Profile,Professional Activity,Female,45-59,2,Employed
438,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Female,45-59,5,Employed
439,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Female,45-59,6,Employed
440,West Bengal,2004,Professional_Profile,Retired Person,Female,45-59,3,Retired
441,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Female,45-59,26,Employed
442,West Bengal,2004,Professional_Profile,Student,Female,45-59,0,Unemployed
443,West Bengal,2004,Professional_Profile,Service (Private),Female,45-59,20,Employed
444,West Bengal,2004,Professional_Profile,Professional Activity,Male,45-59,136,Employed
445,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Male,45-59,250,Employed
446,West Bengal,2004,Professional_Profile,Service (Private),Male,45-59,212,Employed
447,West Bengal,2004,Professional_Profile,Student,Male,45-59,0,Unemployed
448,West Bengal,2004,Professional_Profile,House Wife,Male,45-59,0,Unemployed
449,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,45-59,256,Unemployed
450,West Bengal,2004,Professional_Profile,Retired Person,Male,45-59,0,Retired
451,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Male,45-59,300,Employed
452,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Male,45-59,246,Employed
453,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,45-59,392,Unemployed
454,West Bengal,2004,Professional_Profile,Unemployed,Male,45-59,72,Unemployed
455,West Bengal,2004,Professional_Profile,Service (Government),Male,45-59,45,Employed
456,West Bengal,2004,Professional_Profile,House Wife,Female,60+,71,Unemployed
457,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Female,60+,0,Employed
458,West Bengal,2004,Professional_Profile,Others (Please Specify),Female,60+,85,Unemployed
459,West Bengal,2004,Professional_Profile,Service (Private),Female,60+,0,Employed
460,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
461,West Bengal,2004,Professional_Profile,Service (Government),Female,60+,0,Employed
462,West Bengal,2004,Professional_Profile,Retired Person,Female,60+,10,Retired
463,West Bengal,2004,Professional_Profile,Professional Activity,Female,60+,1,Employed
464,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Female,60+,0,Employed
465,West Bengal,2004,Professional_Profile,Student,Female,60+,0,Unemployed
466,West Bengal,2004,Professional_Profile,Unemployed,Female,60+,0,Unemployed
467,West Bengal,2004,Professional_Profile,Student,Male,60+,0,Unemployed
468,West Bengal,2004,Professional_Profile,Service (Government),Male,60+,0,Employed
469,West Bengal,2004,Professional_Profile,Service (Private),Male,60+,0,Employed
470,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,60+,152,Unemployed
471,West Bengal,2004,Professional_Profile,House Wife,Male,60+,0,Unemployed
472,West Bengal,2004,Professional_Profile,Others (Please Specify),Male,60+,107,Unemployed
473,West Bengal,2004,Professional_Profile,Unemployed,Male,60+,0,Unemployed
474,West Bengal,2004,Professional_Profile,Retired Person,Male,60+,218,Retired
475,West Bengal,2004,Professional_Profile,Farming/Agriculture Activity,Male,60+,29,Employed
476,West Bengal,2004,Professional_Profile,Public Sector Undertaking,Male,60+,0,Employed
477,West Bengal,2004,Professional_Profile,Self-employed (Business activity),Male,60+,48,Employed
478,West Bengal,2004,Professional_Profile,Professional Activity,Male,60+,9,Employed
479,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Female,0-14,0,Employed
480,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,0-14,37,Unemployed
481,West Bengal,2005,Professional_Profile,Service (Government),Female,0-14,0,Employed
482,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,0-14,4,Unemployed
483,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
484,West Bengal,2005,Professional_Profile,Unemployed,Female,0-14,0,Unemployed
485,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0,Employed
486,West Bengal,2005,Professional_Profile,Professional Activity,Female,0-14,0,Employed
487,West Bengal,2005,Professional_Profile,Service (Private),Female,0-14,0,Employed
488,West Bengal,2005,Professional_Profile,Retired Person,Female,0-14,0,Retired
489,West Bengal,2005,Professional_Profile,House Wife,Female,0-14,0,Unemployed
490,West Bengal,2005,Professional_Profile,Student,Female,0-14,164,Unemployed
491,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0,Employed
492,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
493,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,0-14,73,Unemployed
494,West Bengal,2005,Professional_Profile,Professional Activity,Male,0-14,0,Employed
495,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
496,West Bengal,2005,Professional_Profile,Service (Private),Male,0-14,0,Employed
497,West Bengal,2005,Professional_Profile,Service (Government),Male,0-14,0,Employed
498,West Bengal,2005,Professional_Profile,Retired Person,Male,0-14,0,Retired
499,West Bengal,2005,Professional_Profile,Student,Male,0-14,141,Unemployed
500,West Bengal,2005,Professional_Profile,Unemployed,Male,0-14,0,Unemployed
501,West Bengal,2005,Professional_Profile,House Wife,Male,0-14,0,Unemployed
502,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,0-14,0,Unemployed
503,West Bengal,2005,Professional_Profile,Professional Activity,Female,15-29,3,Employed
504,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Female,15-29,11,Employed
505,West Bengal,2005,Professional_Profile,Retired Person,Female,15-29,0,Retired
506,West Bengal,2005,Professional_Profile,House Wife,Female,15-29,1834,Unemployed
507,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,15-29,345,Unemployed
508,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,15-29,193,Unemployed
509,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Female,15-29,32,Employed
510,West Bengal,2005,Professional_Profile,Service (Private),Female,15-29,94,Employed
511,West Bengal,2005,Professional_Profile,Student,Female,15-29,102,Unemployed
512,West Bengal,2005,Professional_Profile,Unemployed,Female,15-29,152,Unemployed
513,West Bengal,2005,Professional_Profile,Service (Government),Female,15-29,2,Employed
514,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Female,15-29,12,Employed
515,West Bengal,2005,Professional_Profile,Professional Activity,Male,15-29,57,Employed
516,West Bengal,2005,Professional_Profile,Service (Private),Male,15-29,418,Employed
517,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Male,15-29,233,Employed
518,West Bengal,2005,Professional_Profile,Student,Male,15-29,285,Unemployed
519,West Bengal,2005,Professional_Profile,Unemployed,Male,15-29,617,Unemployed
520,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Male,15-29,212,Employed
521,West Bengal,2005,Professional_Profile,Service (Government),Male,15-29,46,Employed
522,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Male,15-29,97,Employed
523,West Bengal,2005,Professional_Profile,House Wife,Male,15-29,0,Unemployed
524,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,15-29,625,Unemployed
525,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,15-29,372,Unemployed
526,West Bengal,2005,Professional_Profile,Retired Person,Male,15-29,0,Retired
527,West Bengal,2005,Professional_Profile,Professional Activity,Female,30-44,1,Employed
528,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,30-44,86,Unemployed
529,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,30-44,220,Unemployed
530,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Female,30-44,56,Employed
531,West Bengal,2005,Professional_Profile,Service (Private),Female,30-44,104,Employed
532,West Bengal,2005,Professional_Profile,House Wife,Female,30-44,1296,Unemployed
533,West Bengal,2005,Professional_Profile,Retired Person,Female,30-44,0,Retired
534,West Bengal,2005,Professional_Profile,Unemployed,Female,30-44,63,Unemployed
535,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Female,30-44,60,Employed
536,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Female,30-44,12,Employed
537,West Bengal,2005,Professional_Profile,Service (Government),Female,30-44,9,Employed
538,West Bengal,2005,Professional_Profile,Student,Female,30-44,12,Unemployed
539,West Bengal,2005,Professional_Profile,Service (Government),Male,30-44,70,Employed
540,West Bengal,2005,Professional_Profile,Unemployed,Male,30-44,301,Unemployed
541,West Bengal,2005,Professional_Profile,Student,Male,30-44,27,Unemployed
542,West Bengal,2005,Professional_Profile,Retired Person,Male,30-44,0,Retired
543,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Male,30-44,222,Employed
544,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,30-44,610,Unemployed
545,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Male,30-44,293,Employed
546,West Bengal,2005,Professional_Profile,Professional Activity,Male,30-44,133,Employed
547,West Bengal,2005,Professional_Profile,House Wife,Male,30-44,0,Unemployed
548,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,30-44,430,Unemployed
549,West Bengal,2005,Professional_Profile,Service (Private),Male,30-44,464,Employed
550,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Male,30-44,351,Employed
551,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Female,45-59,30,Employed
552,West Bengal,2005,Professional_Profile,Unemployed,Female,45-59,6,Unemployed
553,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Female,45-59,2,Employed
554,West Bengal,2005,Professional_Profile,Student,Female,45-59,0,Unemployed
555,West Bengal,2005,Professional_Profile,Professional Activity,Female,45-59,2,Employed
556,West Bengal,2005,Professional_Profile,Service (Private),Female,45-59,47,Employed
557,West Bengal,2005,Professional_Profile,Service (Government),Female,45-59,9,Employed
558,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,45-59,111,Unemployed
559,West Bengal,2005,Professional_Profile,House Wife,Female,45-59,830,Unemployed
560,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Female,45-59,8,Employed
561,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,45-59,133,Unemployed
562,West Bengal,2005,Professional_Profile,Retired Person,Female,45-59,0,Retired
563,West Bengal,2005,Professional_Profile,House Wife,Male,45-59,0,Unemployed
564,West Bengal,2005,Professional_Profile,Unemployed,Male,45-59,10,Unemployed
565,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Male,45-59,282,Employed
566,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Male,45-59,307,Employed
567,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,45-59,528,Unemployed
568,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Male,45-59,152,Employed
569,West Bengal,2005,Professional_Profile,Retired Person,Male,45-59,0,Retired
570,West Bengal,2005,Professional_Profile,Service (Government),Male,45-59,48,Employed
571,West Bengal,2005,Professional_Profile,Student,Male,45-59,0,Unemployed
572,West Bengal,2005,Professional_Profile,Professional Activity,Male,45-59,148,Employed
573,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,45-59,296,Unemployed
574,West Bengal,2005,Professional_Profile,Service (Private),Male,45-59,237,Employed
575,West Bengal,2005,Professional_Profile,House Wife,Female,60+,195,Unemployed
576,West Bengal,2005,Professional_Profile,Student,Female,60+,0,Unemployed
577,West Bengal,2005,Professional_Profile,Retired Person,Female,60+,15,Retired
578,West Bengal,2005,Professional_Profile,Unemployed,Female,60+,0,Unemployed
579,West Bengal,2005,Professional_Profile,Service (Government),Female,60+,0,Employed
580,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Female,60+,21,Employed
581,West Bengal,2005,Professional_Profile,Service (Private),Female,60+,0,Employed
582,West Bengal,2005,Professional_Profile,Professional Activity,Female,60+,0,Employed
583,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Female,60+,0,Employed
584,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Female,60+,10,Employed
585,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,60+,36,Unemployed
586,West Bengal,2005,Professional_Profile,Others (Please Specify),Female,60+,42,Unemployed
587,West Bengal,2005,Professional_Profile,House Wife,Male,60+,0,Unemployed
588,West Bengal,2005,Professional_Profile,Retired Person,Male,60+,212,Retired
589,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,60+,202,Unemployed
590,West Bengal,2005,Professional_Profile,Self-employed (Business activity),Male,60+,34,Employed
591,West Bengal,2005,Professional_Profile,Student,Male,60+,0,Unemployed
592,West Bengal,2005,Professional_Profile,Others (Please Specify),Male,60+,28,Unemployed
593,West Bengal,2005,Professional_Profile,Unemployed,Male,60+,0,Unemployed
594,West Bengal,2005,Professional_Profile,Service (Private),Male,60+,0,Employed
595,West Bengal,2005,Professional_Profile,Farming/Agriculture Activity,Male,60+,45,Employed
596,West Bengal,2005,Professional_Profile,Professional Activity,Male,60+,8,Employed
597,West Bengal,2005,Professional_Profile,Service (Government),Male,60+,0,Employed
598,West Bengal,2005,Professional_Profile,Public Sector Undertaking,Male,60+,0,Employed
599,West Bengal,2006,Professional_Profile,Professional Activity,Female,0-14,0,Employed
600,West Bengal,2006,Professional_Profile,Unemployed,Female,0-14,0,Unemployed
601,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,0-14,0,Unemployed
602,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Female,0-14,0,Employed
603,West Bengal,2006,Professional_Profile,Service (Private),Female,0-14,0,Employed
604,West Bengal,2006,Professional_Profile,Retired Person,Female,0-14,0,Retired
605,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Female,0-14,0,Employed
606,West Bengal,2006,Professional_Profile,House Wife,Female,0-14,0,Unemployed
607,West Bengal,2006,Professional_Profile,Student,Female,0-14,184,Unemployed
608,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Female,0-14,0,Employed
609,West Bengal,2006,Professional_Profile,Service (Government),Female,0-14,0,Employed
610,West Bengal,2006,Professional_Profile,House Wife,Male,0-14,0,Unemployed
611,West Bengal,2006,Professional_Profile,Service (Government),Male,0-14,0,Employed
612,West Bengal,2006,Professional_Profile,Retired Person,Male,0-14,0,Retired
613,West Bengal,2006,Professional_Profile,Service (Private),Male,0-14,0,Employed
614,West Bengal,2006,Professional_Profile,Student,Male,0-14,146,Unemployed
615,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,0-14,4,Unemployed
616,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Male,0-14,0,Employed
617,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,0-14,0,Unemployed
618,West Bengal,2006,Professional_Profile,Professional Activity,Male,0-14,0,Employed
619,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Male,0-14,0,Employed
620,West Bengal,2006,Professional_Profile,Unemployed,Male,0-14,0,Unemployed
621,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Male,0-14,0,Employed
622,West Bengal,2006,Professional_Profile,Service (Private),Female,15-29,36,Employed
623,West Bengal,2006,Professional_Profile,Professional Activity,Female,15-29,23,Employed
624,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Female,15-29,33,Employed
625,West Bengal,2006,Professional_Profile,House Wife,Female,15-29,2263,Unemployed
626,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,15-29,78,Unemployed
627,West Bengal,2006,Professional_Profile,Service (Government),Female,15-29,8,Employed
628,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Female,15-29,10,Employed
629,West Bengal,2006,Professional_Profile,Unemployed,Female,15-29,144,Unemployed
630,West Bengal,2006,Professional_Profile,Retired Person,Female,15-29,0,Retired
631,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,15-29,1,Unemployed
632,West Bengal,2006,Professional_Profile,Student,Female,15-29,317,Unemployed
633,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Female,15-29,85,Employed
634,West Bengal,2006,Professional_Profile,Service (Government),Male,15-29,20,Employed
635,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,15-29,521,Unemployed
636,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Male,15-29,265,Employed
637,West Bengal,2006,Professional_Profile,Service (Private),Male,15-29,93,Employed
638,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,15-29,3,Unemployed
639,West Bengal,2006,Professional_Profile,Professional Activity,Male,15-29,182,Employed
640,West Bengal,2006,Professional_Profile,Student,Male,15-29,491,Unemployed
641,West Bengal,2006,Professional_Profile,Unemployed,Male,15-29,928,Unemployed
642,West Bengal,2006,Professional_Profile,Retired Person,Male,15-29,0,Retired
643,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Male,15-29,338,Employed
644,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Male,15-29,196,Employed
645,West Bengal,2006,Professional_Profile,House Wife,Male,15-29,0,Unemployed
646,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,30-44,34,Unemployed
647,West Bengal,2006,Professional_Profile,Retired Person,Female,30-44,0,Retired
648,West Bengal,2006,Professional_Profile,Unemployed,Female,30-44,37,Unemployed
649,West Bengal,2006,Professional_Profile,Student,Female,30-44,1,Unemployed
650,West Bengal,2006,Professional_Profile,Service (Government),Female,30-44,16,Employed
651,West Bengal,2006,Professional_Profile,Professional Activity,Female,30-44,12,Employed
652,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Female,30-44,105,Employed
653,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,30-44,1,Unemployed
654,West Bengal,2006,Professional_Profile,House Wife,Female,30-44,1584,Unemployed
655,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Female,30-44,25,Employed
656,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Female,30-44,33,Employed
657,West Bengal,2006,Professional_Profile,Service (Private),Female,30-44,65,Employed
658,West Bengal,2006,Professional_Profile,Service (Private),Male,30-44,339,Employed
659,West Bengal,2006,Professional_Profile,Student,Male,30-44,2,Unemployed
660,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Male,30-44,455,Employed
661,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Male,30-44,388,Employed
662,West Bengal,2006,Professional_Profile,Service (Government),Male,30-44,81,Employed
663,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,30-44,14,Unemployed
664,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,30-44,627,Unemployed
665,West Bengal,2006,Professional_Profile,Retired Person,Male,30-44,0,Retired
666,West Bengal,2006,Professional_Profile,Unemployed,Male,30-44,639,Unemployed
667,West Bengal,2006,Professional_Profile,Professional Activity,Male,30-44,242,Employed
668,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Male,30-44,688,Employed
669,West Bengal,2006,Professional_Profile,House Wife,Male,30-44,0,Unemployed
670,West Bengal,2006,Professional_Profile,Retired Person,Female,45-59,0,Retired
671,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Female,45-59,8,Employed
672,West Bengal,2006,Professional_Profile,Service (Private),Female,45-59,29,Employed
673,West Bengal,2006,Professional_Profile,House Wife,Female,45-59,1111,Unemployed
674,West Bengal,2006,Professional_Profile,Student,Female,45-59,0,Unemployed
675,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Female,45-59,21,Employed
676,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,45-59,1,Unemployed
677,West Bengal,2006,Professional_Profile,Service (Government),Female,45-59,12,Employed
678,West Bengal,2006,Professional_Profile,Professional Activity,Female,45-59,3,Employed
679,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Female,45-59,31,Employed
680,West Bengal,2006,Professional_Profile,Others (Please Specify),Female,45-59,18,Unemployed
681,West Bengal,2006,Professional_Profile,Unemployed,Female,45-59,0,Unemployed
682,West Bengal,2006,Professional_Profile,Unemployed,Male,45-59,0,Unemployed
683,West Bengal,2006,Professional_Profile,Public Sector Undertaking,Male,45-59,123,Employed
684,West Bengal,2006,Professional_Profile,Retired Person,Male,45-59,0,Retired
685,West Bengal,2006,Professional_Profile,Self-employed (Business activity),Male,45-59,335,Employed
686,West Bengal,2006,Professional_Profile,Farming/Agriculture Activity,Male,45-59,256,Employed
687,West Bengal,2006,Professional_Profile,Student,Male,45-59,0,Unemployed
688,West Bengal,2006,Professional_Profile,Service (Government),Male,45-59,62,Employed
689,West Bengal,2006,Professional_Profile,House Wife,Male,45-59,0,Unemployed
690,West Bengal,2006,Professional_Profile,Others (Please Specify),Male,45-59,562,Unemployed
